Title,Rating,Expert Rating,Location,Price Per Night,Distance From City,Facilities,Country
Great Residence Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",29 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Gm Suites Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",163 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Marble Garden View Hotel Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Homey Donmueang Hostel Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",21 km from City Center,['Free Wi-Fi'],Thailand
Lek Villa Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Maruay Garden Hotel Bangkok,4 Star Hotel,7.7,Bangkok,"2,500",336 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Canal Resort Phuket,2 Star Hotel,7.7,Phuket,"2,500",4948 km from City Center,"['Outdoor Pool', 'Free Parking', 'Laundry Service']",Thailand
Krabi Boat Lagoon Resort,3 Star Hotel,7.7,Krabi,"2,500",10 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
Maya Phuket Hotel,4 Star Hotel,7.7,Phuket,"2,500",17 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Happy Cottage Phuket,2 Star Hotel,7.7,Phuket,"2,500",11 km from City Center,"['Free Parking', 'Laundry Service', 'Outdoor Pool']",Thailand
Hostel 24 Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",12 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Fitness Center', 'Restaurant']",Thailand
Krit Thai Residence Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",1 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Hemingways Silk Hotel Phuket,3 Star Hotel,7.7,Patong,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Citismart Luxury Apartments Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",2 km from City Center,"['Laundry Service', 'Free Wi-Fi', 'Free Parking']",Thailand
Diamond Residence Ratchada Hotel,3 Star Hotel,7.7,Bangkok,"2,500",7 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Aromdee Apartment Pattaya,2 Star Hotel,7.7,Pattaya,"2,500",3 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Elizabeth Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"7,500",5 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Nize Hotel Phuket Town,3 Star Hotel,7.7,Phuket,"2,500",7 km from City Center,"['Laundry Service', 'Restaurant', 'Air-Conditioned']",Thailand
The Tepp Serviced Apartment Bangkok,4 Star Hotel,7.7,Bangkok,"5,000",15 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
The Emerald Hotel Bangkok,4 Star Hotel,7.7,Bangkok,"5,000",7 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
The Palm Delight Lodge Pattaya,2 Star Hotel,7.7,Pattaya,"2,500",4 km from City Center,['Restaurant'],Thailand
Tt Naiyang Beach Resort Phuket,2 Star Hotel,7.7,Phuket,"2,500",5 km from City Center,"['Free Parking', 'Laundry Service']",Thailand
Vx The Fifty Hostel Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",10 km from City Center,"['Laundry Service', 'Free Wi-Fi']",Thailand
Ck Resort Pattaya,4 Star Hotel,7.7,Pattaya,"5,000",4 km from City Center,"['Outdoor Pool', 'Room Service', 'Restaurant']",Thailand
Krabi Orchid Hometel,2 Star Hotel,7.7,Krabi,"2,500",,,Thailand
Sribumpen Plus Hostel Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Restaurant', 'Air-Conditioned']",Thailand
Niras Bankoc Cultural Hostel Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant', 'Room Service']",Thailand
Mind Resort Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Patumwan House Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
The Residence Rajtaevee Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",2 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Seasons Siam Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
S Box Sukhumvit Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",9 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Mind Resort Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel De Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Forty Winks Phuket Hotel,3 Star Hotel,7.7,Patong,"2,500",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Green Residence Pool Villa Pattaya,3 Star Hotel,7.7,Pattaya,"10,000",9 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Charlie House Pinklao Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",5 km from City Center,"['Outdoor Pool', 'Restaurant']",Thailand
Jelly Bean Che Qinn Sukhumvit Soi 4 Hostel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",4 km from City Center,"['Air-Conditioned', 'Laundry Service']",Thailand
Seasons Siam Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Forty Winks Phuket Hotel,3 Star Hotel,7.7,Patong,"2,500",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
X2 Vibe Bangkok Sukhumvit Hotel,4 Star Hotel,7.7,Bangkok,"7,500",10 km from City Center,"['Laundry Service', 'Restaurant', 'Fitness Center']",Thailand
The Tawana Hotel Bangkok,4 Star Hotel,7.7,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
The Allano Phuket Hotel,3 Star Hotel,7.7,Patong,"2,500",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
The Dynasty Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",10 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Wall Street Inn Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Restaurant']",Thailand
Venetian Signature Condo Resort Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",15 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
Emerald Palace Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",3 km from City Center,"['Outdoor Pool', 'Free Parking', 'Fitness Center']",Thailand
New Road Guest House Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
The Dynasty Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",10 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
The Tawana Hotel Bangkok,4 Star Hotel,7.7,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
New Road Guest House Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Admire House Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",1 km from City Center,['Laundry Service'],Thailand
Blutique Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Boutique City Hotel Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Nipa Resort Phuket,3 Star Hotel,7.7,Patong,"5,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Siam View Residence Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant', 'Outdoor Pool', 'Fitness Center']",Thailand
Nana Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Lemontea Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",2 km from City Center,"['Restaurant', 'Room Service', 'Laundry Service']",Thailand
Hotel Arya Inn Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",,"['Room Service', 'Restaurant']",Thailand
Inn Residence Serviced Suites Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",6 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Bs Premier Airport Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",24 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Charan 41 Hostel,2 Star Hotel,7.7,Bangkok,"2,500",5 km from City Center,['Free Wi-Fi'],Thailand
Larn Park Resortel Phuket,3 Star Hotel,7.7,Patong,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Bombay Magic Suites Hotel Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Free Parking']",Thailand
Boss Mansion Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",8 km from City Center,"['Air-Conditioned', 'Free Parking']",Thailand
Tara Lake Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",21 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
The European Place Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",14 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Fitness Center']",Thailand
The Nice Hotel Phuket,2 Star Hotel,7.7,Phuket,"2,500",7 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Sourire @ Rattanakosin Island Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Nitan Hostel Khaosan Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Nipa Resort Phuket,3 Star Hotel,7.7,Patong,"5,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
Nana Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Lemontea Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"5,000",2 km from City Center,"['Restaurant', 'Room Service', 'Laundry Service']",Thailand
Boutique City Hotel Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",4 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Blutique Hotel Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Siam View Residence Pattaya,3 Star Hotel,7.7,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant', 'Outdoor Pool', 'Fitness Center']",Thailand
Tub Mansion Guest House Bangkok,2 Star Hotel,7.7,Bangkok,"2,500",17 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Urban House Bangkok,3 Star Hotel,7.7,Bangkok,"2,500",3 km from City Center,['Laundry Service'],Thailand
168 Hostel Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",1 km from City Center,,Thailand
Bangkok City Inn Hotel,2 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Golden Sea Pattaya Hotel,3 Star Hotel,7.6,Pattaya,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Sabai Resort Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Thailand
At Home Guest House Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Room Service', 'Free Wi-Fi']",Thailand
For You Residence Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Siam Journey Guesthouse Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,,Thailand
Jang Resort Patong,3 Star Hotel,7.6,Patong,"5,000",,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Pratunam Pavilion Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
The Privilege Hotel Ezra Beach Club Koh Samui,5 Star Hotel,7.6,Koh,"10,000",,"['Laundry Service', 'Restaurant']",Thailand
The Melody Phuket Hotel,4 Star Hotel,7.6,Phuket,"7,500",14 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
The Sunreno Serviced Apartment Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,['Laundry Service'],Thailand
Naklua Beach Resort Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",5 km from City Center,"['Laundry Service', 'Restaurant', 'Outdoor Pool']",Thailand
Nirvana Inn Hotel Patong,3 Star Hotel,7.6,Patong,"2,500",,"['Laundry Service', 'Room Service']",Thailand
Bangkok Residence Hotel Patong,3 Star Hotel,7.6,Patong,"2,500",,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Ktk Royal Residence Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Phuket Muay Thai House,3 Star Hotel,7.6,Phuket,"2,500",11 km from City Center,"['Laundry Service', 'Restaurant', 'Fitness Center']",Thailand
Watana Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
The Circle Residence Jomtien Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",5 km from City Center,['Laundry Service'],Thailand
Baan Rangnam Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Free Parking', 'Restaurant']",Thailand
Ak House Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",11 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
Grand Business Inn Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Inn House Hotel Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Pradipat Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Ratchadamnoen Residence Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Eastiny Inn Hotel Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",,"['Laundry Service', 'Restaurant']",Thailand
Sabai Empress Hotel Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Hotel Four Sons Place Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Baan Rangnam Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Free Parking', 'Restaurant']",Thailand
Snooze Hotel Krabi,2 Star Hotel,7.6,Krabi,"2,500",3 km from City Center,['Laundry Service'],Thailand
Grand Business Inn Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Hotel Admire Thonburi Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Ak House Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",11 km from City Center,"['Outdoor Pool', 'Free Parking']",Thailand
At Smile House Bangkok,2 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Pradipat Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Ratchadamnoen Residence Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,['Laundry Service'],Thailand
Eastiny Inn Hotel Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",,"['Laundry Service', 'Restaurant']",Thailand
Icheck Inn Nana Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",20 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Sacha's Hotel Uno Bangkok,3 Star Hotel,7.6,Bangkok,"5,000",5 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Inn House Hotel Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
Nine Forty One Hotel Bangkok,4 Star Hotel,7.6,Bangkok,"2,500",12 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Patong Premier Resort Phuket,3 Star Hotel,7.6,Phuket,"2,500",7 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Sakura Sky Residence Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",6 km from City Center,['Laundry Service'],Thailand
Fx Hotel Metrolink Makkasan Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
I Check Inn Silom Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,['Laundry Service'],Thailand
Sawasdee Hotel Sukhumvit Soi 8 Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
D&D Inn Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
Phaithong Sotel Resort Phuket,3 Star Hotel,7.6,Phuket,"2,500",12 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Sena Place Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",5 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Outdoor Pool', 'Restaurant']",Thailand
Rassada Place Phuket,2 Star Hotel,7.6,Phuket,"2,500",9 km from City Center,,Thailand
Park Village Rama Ii Bangkok,4 Star Hotel,7.6,Bangkok,"5,000",13 km from City Center,"['Outdoor Pool', 'Fitness Center']",Thailand
The Camelot Hotel Pattaya,4 Star Hotel,7.6,Pattaya,"5,000",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
The Cozi Inn Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
The Iris Pool Villa Phuket,3 Star Hotel,7.6,Phuket,"2,500",12 km from City Center,"['Free Parking', 'Free Wi-Fi', 'Outdoor Pool', 'Restaurant']",Thailand
Royal Garden Home Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Laundry Service', 'Room Service']",Thailand
Phu View Talay Resort Pattaya,3 Star Hotel,7.6,Pattaya,"2,500",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Thailand
Phuket Orchid Resort & Spa,3 Star Hotel,7.6,Phuket,"2,500",14 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Kantary House Bangkok Hotel & Serviced Apartments,3 Star Hotel,7.6,Bangkok,"2,500",13 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Pinnacle Lumpinee Park Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
The Wide Condotel Hotel Phuket,4 Star Hotel,7.6,Phuket,"7,500",18 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Thailand
Hotel The Period Pratunam Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Thailand
Sunset Apartment Phuket,3 Star Hotel,7.6,Phuket,"2,500",8 km from City Center,['Free Parking'],Thailand
The Ecotel Bangkok Hotel,3 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Silom Village Inn Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service', 'Restaurant']",Thailand
Hotel Royal Asia Paradise Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Room Service']",Thailand
Sabai Sabai @ Sukhumvit Hotel Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",9 km from City Center,"['Air-Conditioned', 'Laundry Service']",Thailand
Royal View Resort Rangnam Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",4 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Thailand
Bangkok Inter Place Hotel,4 Star Hotel,7.6,Bangkok,"2,500",11 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Thailand
A One Inn Guest House Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",1 km from City Center,"['Free Parking', 'Air-Conditioned', 'Laundry Service']",Thailand
Hotel Mestyle Place Bangkok,3 Star Hotel,7.6,Bangkok,"2,500",8 km from City Center,"['Laundry Service', 'Restaurant']",Thailand
